Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,Flight_Distance_km,Region_Asia,Region_Australia,Region_Europe,Region_North America,Region_South America,Habitat_Forest,Habitat_Grassland,Habitat_Mountain,Habitat_Urban,Habitat_Wetland,Migration_Success
-0.32779605980800197,0.4446633254373534,0.09417311271526627,0.15723106126654307,1.1089839642267574,False,False,False,False,False,False,False,False,False,False,0
-0.02210981430157438,-1.6157157464731302,0.9662651092569406,-0.006990298606042865,0.980166562299389,False,False,True,False,False,False,True,False,False,False,1
-1.365558499722502,-0.9680298290417747,0.0577279799865517,0.31203347328914466,-1.4470781843447882,False,False,False,True,False,False,False,False,False,False,0
-1.0010077210457582,-0.8554831916847275,-0.9369956709531518,0.9949271360476755,0.5723281470654492,False,False,False,True,False,False,False,False,False,False,1
1.1709026114483783,-1.1509686420748046,-0.9759466175920164,0.8170148682803589,-0.12231354104172448,False,False,False,False,True,False,False,False,False,True,0
0.2091381234278585,1.228160361182763,-0.4886898029786675,1.1719215251737582,0.6949837599271819,False,False,True,False,False,False,False,False,False,True,0
1.1562158324725522,0.6078026599410743,1.0883449339536795,-1.1489341998515004,-0.10550866177180912,False,False,False,False,False,False,False,False,True,False,0
1.52418185703878,-0.8959148532500102,0.5487991278518892,0.6066269158500572,-0.4563705339572707,False,False,False,True,False,False,False,False,False,True,0
-1.344432245479429,-0.9184369184643953,-0.32440847325079747,0.40120028976770905,-0.28360037041561026,True,False,False,False,False,False,True,False,False,False,0
-0.7304184457059717,-1.7177680103351591,-1.4336302062160382,1.0580430711561781,0.6364667696122955,False,True,False,False,False,False,False,False,False,False,1
-1.6985175647613815,1.1117472461570717,1.5552798661180935,-0.8696396869447903,3.1767243293466585,False,False,True,False,False,False,False,False,True,False,0
1.2428763475197202,1.423661513931534,0.4242694001024683,1.237435452693902,-0.13247649183829355,False,False,False,False,False,True,False,False,False,False,0
-0.7440993664564955,-0.45213613161358046,-0.1657579031597963,0.034382249499028295,-0.6392236250608816,False,False,True,False,False,True,False,False,False,False,0
-0.9177614406697772,-1.6575124840430282,1.5044475603820786,1.2744657348916002,0.2040812271590854,False,True,False,False,False,False,False,False,True,False,0
1.7326083864058612,0.5393803958611423,-0.6327588986277844,-0.10209707024380126,1.8539602669090613,False,False,False,True,False,False,False,True,False,False,1
-0.9989587744471308,1.4758008980901016,-1.4408260882728587,1.1824943345811598,0.31987484765226926,True,False,False,False,False,False,False,False,False,False,1
-0.8624648848711485,0.42415456398248885,0.748000342494937,-1.4104263574066742,0.5816508538985214,True,False,False,False,False,False,False,True,False,False,1
-1.427122110882094,-1.3349914468739614,0.9775504896835426,0.378484663354793,0.559624458569739,False,False,True,False,False,False,False,False,False,False,1
1.469828536098277,1.068557079219071,0.37340444506376497,0.057613526250397624,0.26723956508185365,False,False,False,False,False,False,False,False,False,False,1
0.3628006778108154,0.907174158576301,0.12459353267596252,0.9197602184617985,0.029130430474066528,True,False,False,False,False,False,False,True,False,False,0
0.9723636890580462,-0.5950210720811481,0.45521571301438646,-0.27201655950711084,-0.3359155600475516,False,True,False,False,False,False,False,False,False,False,0
-1.2463937593919459,-0.33086636281641013,0.08992354308038805,-0.8920257562616007,-0.6336019928289216,False,False,False,False,False,False,False,False,True,False,1
-1.1262531344390903,-1.2290415878600065,0.8412693601851521,0.34019743217798165,0.1106340949331591,False,False,False,False,False,False,False,True,False,False,0
0.9452785093506101,-1.304269826782404,-0.8872817535606392,0.41073335150185547,-1.00719046364608,False,False,False,False,True,False,True,False,False,False,0
-0.1645097472334163,-0.43891374559995405,0.27587355575338335,1.6094617187614029,0.04125395051879159,False,False,False,False,False,False,False,False,False,True,0
0.38026538962885975,1.2461190558935,-1.7227259912389978,0.15232113710379833,-0.40293501904066925,False,False,False,True,False,False,False,True,False,False,0
0.8992028791047688,0.8312089893485154,-1.300724251897979,-0.4251329084255182,0.12189736520573402,False,False,True,False,False,False,False,False,True,False,1
-1.0079675666814014,-1.2786922418340032,-0.20329835371932622,-1.1038645949246049,0.7737266227919317,True,False,False,False,False,False,True,False,False,False,1
-0.12951042053948922,1.4065219246524203,-1.2967121536576929,0.8552480213428055,-2.100407877580085,True,False,False,False,False,False,False,False,False,False,0
-0.8079960707095958,-1.700178000787039,-1.6949087728266183,0.9382648413575554,0.17783360620416905,False,True,False,False,False,False,False,False,False,False,1
-0.7749146272619848,-1.195535537529795,0.11766515130301372,1.3168223959943672,0.5636656319179807,True,False,False,False,False,False,False,False,False,True,1
0.1617548166928556,0.08044868266071972,-0.8361190000211052,0.7674816248374964,0.697964625416727,False,True,False,False,False,False,False,False,True,False,1
-1.672667702476284,-1.7126579570125975,1.324262275910265,-1.6750933214667816,0.730354029628624,True,False,False,False,False,False,False,False,True,False,0
-1.0547261955427198,0.3671790464190726,0.7505805632675249,0.181040155465679,0.4893040411486019,False,False,False,False,False,False,True,False,False,False,0
-0.2661452589938855,-1.1425973593285512,-1.6520019373398809,-0.0011059015372240945,0.30469043888338054,False,False,False,True,False,False,False,False,False,False,1
1.2035210251337667,-0.8916002274305046,0.4926523788149557,0.6067890585178501,-0.32967374774729635,False,False,False,False,False,False,False,False,False,False,0
-1.4120369164074258,1.176474254246118,-0.8247704752559618,-1.3216281925415299,0.10845346178980156,True,False,False,False,False,False,True,False,False,False,0
-0.6648453665083082,1.4203939418768983,-1.5527119579341202,0.1394247115366235,-0.4304430059408295,True,False,False,False,False,False,True,False,False,False,0
-1.5609326783688844,-0.6410448755284689,0.5244750157760356,-1.3937880674782508,-0.9176644699164674,False,True,False,False,False,True,False,False,False,False,1
0.7840941535240955,1.5822619461287655,-0.4806474140747384,1.5256126274440125,1.1945087962254375,False,False,False,False,False,True,False,False,False,False,0
1.7125349274199986,0.2148574519410038,-1.3241025600349146,0.657525922040762,-1.0728895392679902,False,False,False,False,False,False,False,False,True,False,0
0.6637946460355606,-0.49465815316376205,-0.525744678917307,-0.8410184135584841,-1.0109715614818113,False,True,False,False,False,False,False,False,True,False,1
1.4752094030283274,-1.2834554583122353,0.7852890329927553,0.5222188065582578,-1.3992042842341819,True,False,False,False,False,False,False,False,False,True,1
-0.5382744244416517,0.8559828596581984,-0.2826240064940585,1.1433425332870961,-0.7276693051231423,False,True,False,False,False,False,False,True,False,False,0
1.4054323716231203,0.8247323695851049,0.9395403746514398,1.68436541215205,0.8985228571797136,False,False,True,False,False,False,False,False,True,False,0
-1.394183528806616,-0.02224300462389616,1.3286535857789508,1.1290149730108276,-0.6092949353135071,True,False,False,False,False,False,True,False,False,False,0
-0.5200626702617275,0.10464437117838891,0.7594044604017451,-1.4289652301548559,-0.5513981250669152,False,False,False,False,False,True,False,False,False,False,0
-0.5526151536772451,0.8462684206934918,-0.06804218348387989,-0.6491797450896684,-0.3064069922819251,False,False,False,False,False,False,False,False,False,True,0
0.46277223149987573,0.14627571322715816,0.6222467247929463,-1.383992704287846,1.647500321592949,False,False,True,False,False,False,False,True,False,False,0
0.44499546752748886,0.2828704747990925,-1.6885254342579035,1.0611780160932802,-0.8939375808520386,False,False,True,False,False,False,False,False,False,False,0
0.0867133479931183,1.3772311671254047,1.2562598487644099,-0.5717170987435382,-0.5707037304186642,False,False,False,False,False,False,True,False,False,False,0
1.6518587605367403,0.07459204131342298,-0.26175846184079915,0.6928634189216647,-1.5003136411748437,False,False,False,False,True,True,False,False,False,False,0
-0.06948455099756173,1.2860681764391315,-0.4156789510119994,-0.5113564660599265,0.12227747557017271,False,True,False,False,False,False,False,True,False,False,0
-0.8205351305108917,-0.13615853997273344,1.3934900163796553,0.7543001610671926,1.4327979831111168,True,False,False,False,False,False,False,False,False,True,1
0.5133785347373457,-0.7526319791536649,0.8224943440908066,-0.4908670148921441,0.12829922397522642,True,False,False,False,False,False,False,False,False,True,1
