Tag_Battery_Level_%,Signal_Strength_dB,Tag_Type_Radio,Tag_Type_Satellite,Tag_Weight_g,Tracking_Quality_Fair,Tracking_Quality_Good,Tracking_Quality_Poor,Migration_Success
-0.679567313511722,-0.23592646919391727,False,True,-0.3045105523964911,True,False,False,0
-0.13756656498534992,-1.539785500484905,False,False,0.1529154250520642,True,False,False,1
-1.3377110795794593,0.7141723598088191,True,False,-0.9421346421732654,False,True,False,0
-0.02142354744398447,-0.3370008127048466,True,False,0.6380641890126534,False,True,False,1
0.4044341835410221,-0.8120502272062148,False,False,0.09746985202799709,False,False,False,0
0.13343380927783613,-0.36732311575812515,False,True,0.33311353738028315,True,False,False,0
0.48186286190193245,-2.2270910363592256,False,False,-0.3322333389085249,True,False,False,0
-1.4151397579403697,-0.6301164088865409,False,False,0.4024205036603673,True,False,False,0
1.1012922887892147,-0.9939840455258874,True,False,-1.0391643949653833,False,False,True,0
-0.7569959918726322,0.14815603614761397,False,False,-0.42926309170064264,False,True,False,1
1.178720967150125,-0.35721568140703275,False,False,0.9845990204130741,False,False,False,0
1.1012922887892147,0.1683709048498001,False,False,-1.0946099679894508,False,True,False,0
-0.7569959918726322,-0.19549673178954496,False,False,1.2341040990213772,False,False,True,0
1.1012922887892147,1.4014778956831384,False,True,0.06974706551596352,True,False,False,0
1.4884356805937662,-0.8625873989616795,True,False,-1.4965903724139387,False,False,True,1
0.9464349320673942,1.1690069056080012,False,True,-1.0946099679894508,True,False,False,1
-0.7182816526921771,-1.4286037226228832,False,False,-1.233223900549619,True,False,False,1
-0.09885222580489476,-0.40775285316249743,False,True,0.277667964356216,False,False,False,1
-0.5634242959703565,-0.4279677218646822,False,True,-0.720352350076996,False,False,False,1
0.365719844360567,-1.0950583890368166,False,True,-1.302530866829703,False,False,True,0
0.5980058794432979,-0.23592646919391727,True,False,-0.567877024260811,False,False,False,0
0.636720218623753,-0.5088271966734268,False,True,-0.4569858782126762,True,False,False,1
1.0238636104283045,1.593519148353904,False,False,-0.720352350076996,False,False,False,0
-0.06013788662443961,-0.9333394394193288,False,True,-0.20748079960437313,True,False,False,0
-1.49256843630128,-0.7514056210996564,False,False,-0.6094612040288615,False,False,False,0
0.8690062537064839,-2.014834914986273,False,True,0.4024205036603673,False,True,False,0
0.01729079173647068,0.7647095315642838,False,True,0.7766781215728217,True,False,False,1
