Temperature_C,Wind_Speed_kmph,Humidity_%,Pressure_hPa,Visibility_km,Weather_Condition_Foggy,Weather_Condition_Rainy,Weather_Condition_Stormy,Weather_Condition_Windy,Migration_Success
-0.7102417690485016,-1.2741876400797394,1.7292465461755353,-0.22008052371852202,0.5216463834471731,False,False,False,True,0
1.5398710289566906,-0.22004446692201357,-0.5153722054342726,-1.5495427291279127,1.6880187744446686,True,False,False,False,1
-1.5857122774873815,-0.2258048121305258,0.8391391101923356,0.2507706740306383,1.0866080103365854,False,False,False,True,0
1.2480475261437303,-1.1301790098669353,-0.32187058891618575,-0.8467280736640954,-1.337259614705086,False,False,True,False,1
1.2787657895977258,-0.9400876179860339,1.5744452529610657,-0.8605766383037757,0.4122989717911579,True,False,False,False,0
0.7795940084702944,0.8686607774867852,0.6069371703706313,-0.4762789695526227,-1.2825859088770784,False,True,False,False,0
0.20362656870787327,-0.8536824398583515,-0.863675115166829,-1.6914905166846455,-1.4101578891424293,False,False,False,True,0
0.994621852648265,-1.5622049005053475,-0.28317026561256836,0.9985931645734178,-0.35313290980094897,False,False,True,False,0
0.5031296373843324,-0.05299445587516091,-0.28317026561256836,-0.7670988269859264,-1.3008104774864142,True,False,False,False,0
-0.10355606583208465,-0.09907721754325806,1.7292465461755353,0.07766361603462374,1.6697942058353332,False,False,False,False,1
-0.8331148228644847,-0.9573686536115705,-0.16706929570171622,0.16421714503263102,-1.519505300798445,False,False,False,True,0
-1.531955316442889,1.427414262712465,1.0326407267104225,-0.10236772428123293,1.4875485197419744,True,False,False,False,0
-1.1786952867219371,-1.4988411032117137,-0.6314731753451247,1.4971414916019428,-0.7358488505970022,False,True,False,False,0
-1.4551596578078996,-1.297229020913788,-1.2506783482030028,-0.1889212532792402,0.6127692264938525,True,False,False,False,0
-0.3032247782830573,0.2811055662185448,-1.366779318113855,1.3725044098448156,-0.11621351787958248,False,True,False,False,1
1.7165010438171662,0.5748831718526648,0.6843378169778661,-0.20276981791892057,-0.11621351787958248,False,False,False,True,1
-0.8945513497724762,-0.7384755356881082,-0.6314731753451247,1.4971414916019428,1.0319343045085776,False,False,False,True,1
-1.6241101068048762,1.5426211668827083,-1.1345773782921507,0.5935226488627462,-1.3737087519237579,False,False,False,True,1
-1.347645735718914,-0.7615169165221568,1.4583442830502136,-1.01983513166011,1.1777308533832647,True,False,False,False,1
